sku,date,model,prediction,lower_80,upper_80
P111,2026-01-01,Random Forest,162.0337949054173,150.80357676988297,173.26401304095162
P111,2026-01-02,Random Forest,157.91916624483915,146.68894810930482,169.14938438037348
P111,2026-01-03,Random Forest,96.03436507936503,84.80414694383072,107.26458321489935
P111,2026-01-04,Random Forest,36.42386507936509,25.193646943830778,47.65408321489941
P111,2026-01-05,Random Forest,172.70544574991712,161.4752276143828,183.93566388545145
P111,2026-01-06,Random Forest,172.40042988748627,161.17021175195194,183.6306480230206
P111,2026-01-07,Random Forest,175.22283906085693,163.9926209253226,186.45305719639126
P111,2026-01-08,Random Forest,168.65508276002095,157.42486462448662,179.88530089555528
P111,2026-01-09,Random Forest,158.98509270597714,147.7548745704428,170.21531084151147
P111,2026-01-10,Random Forest,92.79381216931213,81.56359403377782,104.02403030484645
P111,2026-01-11,Random Forest,35.79785317460318,24.56763503906887,47.0280713101375
P111,2026-01-12,Random Forest,171.4468037337564,160.21658559822208,182.67702186929074
P111,2026-01-13,Random Forest,172.49420831371845,161.26399017818412,183.72442644925277
P111,2026-01-14,Random Forest,172.49865021809205,161.26843208255772,183.72886835362638
P111,2026-01-15,Random Forest,166.25462867792916,155.02441054239483,177.4848468134635
P111,2026-01-16,Random Forest,159.59973751394602,148.3695193784117,170.82995564948035
P111,2026-01-17,Random Forest,90.95059951758483,79.72038138205052,102.18081765311915
P111,2026-01-18,Random Forest,35.51525000000002,24.285031864465708,46.74546813553434
P111,2026-01-19,Random Forest,171.83853156440276,160.60831342886843,183.0687496999371
P111,2026-01-20,Random Forest,171.4523930700114,160.22217493447707,182.68261120554573
P111,2026-01-21,Random Forest,172.7282837620703,161.49806562653598,183.95850189760463
P111,2026-01-22,Random Forest,166.31597170899337,155.08575357345904,177.5461898445277
P111,2026-01-23,Random Forest,158.77598922071058,147.54577108517626,170.00620735624491
P111,2026-01-24,Random Forest,89.65858842083841,78.4283702853041,100.88880655637273
P111,2026-01-25,Random Forest,34.95973809523812,23.729519959703808,46.18995623077244
P111,2026-01-26,Random Forest,170.61894280306922,159.3887246675349,181.84916093860355
P111,2026-01-27,Random Forest,171.89158328308622,160.6613651475519,183.12180141862055
P111,2026-01-28,Random Forest,170.78588940477687,159.55567126924254,182.0161075403112
P111,2026-01-29,Random Forest,166.52754474137868,155.29732660584435,177.757762876913
P111,2026-01-30,Random Forest,157.14158959321603,145.9113714576817,168.37180772875035
