sku,date,model,prediction,lower_80,upper_80
P110,2026-01-01,Gradient Boosting,30.48944084779504,28.110735552831844,32.86814614275824
P110,2026-01-02,Gradient Boosting,29.68992140101007,27.311216106046874,32.06862669597327
P110,2026-01-03,Gradient Boosting,16.68450500525141,14.305799710288213,19.063210300214607
P110,2026-01-04,Gradient Boosting,6.860040377388142,4.481335082424945,9.238745672351339
P110,2026-01-05,Gradient Boosting,30.591626251974343,28.212920957011146,32.970331546937544
P110,2026-01-06,Gradient Boosting,31.912228158945315,29.533522863982117,34.290933453908515
P110,2026-01-07,Gradient Boosting,30.975550010840422,28.596844715877225,33.35425530580362
P110,2026-01-08,Gradient Boosting,33.8634669508811,31.4847616559179,36.242172245844294
P110,2026-01-09,Gradient Boosting,30.4479824769898,28.069277182026603,32.826687771953
P110,2026-01-10,Gradient Boosting,17.458123636882156,15.07941834191896,19.836828931845353
P110,2026-01-11,Gradient Boosting,7.5764533794876705,5.1977480845244735,9.955158674450868
P110,2026-01-12,Gradient Boosting,31.112144201926675,28.733438906963478,33.49084949688987
P110,2026-01-13,Gradient Boosting,33.47236035408066,31.09365505911746,35.85106564904385
P110,2026-01-14,Gradient Boosting,32.87859145334043,30.49988615837723,35.257296748303624
P110,2026-01-15,Gradient Boosting,32.74057557951975,30.361870284556552,35.119280874482946
P110,2026-01-16,Gradient Boosting,30.700614245226273,28.321908950263076,33.07931954018947
P110,2026-01-17,Gradient Boosting,17.355068903573496,14.9763636086103,19.733774198536693
P110,2026-01-18,Gradient Boosting,8.389351244705228,6.010645949742031,10.768056539668425
P110,2026-01-19,Gradient Boosting,31.57136067045419,29.192655375490993,33.95006596541739
P110,2026-01-20,Gradient Boosting,32.473380745434355,30.094675450471158,34.85208604039755
P110,2026-01-21,Gradient Boosting,32.43317788273183,30.054472587768636,34.81188317769503
P110,2026-01-22,Gradient Boosting,32.85933174790294,30.480626452939745,35.23803704286614
P110,2026-01-23,Gradient Boosting,30.716201351311085,28.337496056347888,33.09490664627428
P110,2026-01-24,Gradient Boosting,17.055270634546186,14.67656533958299,19.433975929509383
P110,2026-01-25,Gradient Boosting,8.228501386965913,5.849796092002716,10.60720668192911
P110,2026-01-26,Gradient Boosting,31.7370327866264,29.358327491663204,34.1157380815896
P110,2026-01-27,Gradient Boosting,33.17872232519106,30.800017030227863,35.55742762015426
P110,2026-01-28,Gradient Boosting,33.02837410863877,30.649668813675575,35.40707940360197
P110,2026-01-29,Gradient Boosting,32.60983841046008,30.23113311549688,34.988543705423275
P110,2026-01-30,Gradient Boosting,30.24405528220522,27.865349987242023,32.62276057716842
