sku,date,model,prediction,lower_80,upper_80
P109,2026-01-01,Random Forest,96.7410290542956,90.84424749648768,102.63781061210351
P109,2026-01-02,Random Forest,94.43648373056762,88.5397021727597,100.33326528837553
P109,2026-01-03,Random Forest,47.930773809523814,42.0339922517159,53.827555367331726
P109,2026-01-04,Random Forest,19.49309722222222,13.596315664414309,25.389878780030134
P109,2026-01-05,Random Forest,96.26629787317955,90.36951631537164,102.16307943098747
P109,2026-01-06,Random Forest,97.30311011334102,91.40632855553311,103.19989167114893
P109,2026-01-07,Random Forest,93.54055282658751,87.6437712687796,99.43733438439543
P109,2026-01-08,Random Forest,89.79280343436335,83.89602187655544,95.68958499217126
P109,2026-01-09,Random Forest,93.0221586177576,87.12537705994968,98.91894017556551
P109,2026-01-10,Random Forest,50.18421825396827,44.287436696160356,56.08099981177618
P109,2026-01-11,Random Forest,18.871198192239856,12.974416634431943,24.76797975004777
P109,2026-01-12,Random Forest,98.62476886292195,92.72798730511404,104.52155042072987
P109,2026-01-13,Random Forest,92.32673622649703,86.42995466868912,98.22351778430495
P109,2026-01-14,Random Forest,94.19439833080682,88.29761677299891,100.09117988861473
P109,2026-01-15,Random Forest,94.35195906044231,88.4551775026344,100.24874061825022
P109,2026-01-16,Random Forest,91.39520961685788,85.49842805904997,97.2919911746658
P109,2026-01-17,Random Forest,50.358380952380955,44.46159939457304,56.25516251018887
P109,2026-01-18,Random Forest,18.841932319223982,12.94515076141607,24.738713877031895
P109,2026-01-19,Random Forest,95.91902457666899,90.02224301886108,101.8158061344769
P109,2026-01-20,Random Forest,95.91241351214826,90.01563195434035,101.80919506995617
P109,2026-01-21,Random Forest,93.46669076076375,87.56990920295584,99.36347231857167
P109,2026-01-22,Random Forest,92.95414801676017,87.05736645895226,98.85092957456808
P109,2026-01-23,Random Forest,93.77018254850522,87.8734009906973,99.66696410631313
P109,2026-01-24,Random Forest,50.34173015873017,44.44494860092226,56.238511716538085
P109,2026-01-25,Random Forest,18.863098985890648,12.966317428082736,24.75988054369856
P109,2026-01-26,Random Forest,95.30184612224491,89.405064564437,101.19862768005282
P109,2026-01-27,Random Forest,95.2329204163421,89.33613885853418,101.12970197415001
P109,2026-01-28,Random Forest,93.5782634867707,87.68148192896278,99.47504504457861
P109,2026-01-29,Random Forest,92.32727720261845,86.43049564481053,98.22405876042636
P109,2026-01-30,Random Forest,91.73880540127162,85.8420238434637,97.63558695907953
