sku,date,model,prediction,lower_80,upper_80
P102,2026-01-01,XGBoost,112.79959869384766,106.86147894483607,118.73771844285925
P102,2026-01-02,XGBoost,104.81565856933594,98.87753882032435,110.75377831834753
P102,2026-01-03,XGBoost,60.4017448425293,54.463625093517706,66.33986459154089
P102,2026-01-04,XGBoost,23.93827247619629,18.000152727184698,29.87639222520788
P102,2026-01-05,XGBoost,116.37718200683594,110.43906225782435,122.31530175584753
P102,2026-01-06,XGBoost,122.36788940429688,116.42976965528528,128.30600915330845
P102,2026-01-07,XGBoost,125.35740661621094,119.41928686719935,131.2955263652225
P102,2026-01-08,XGBoost,115.48743438720703,109.54931463819544,121.42555413621862
P102,2026-01-09,XGBoost,110.65274810791016,104.71462835889857,116.59086785692175
P102,2026-01-10,XGBoost,61.268310546875,55.33019079786341,67.20643029588659
P102,2026-01-11,XGBoost,24.7706356048584,18.832515855846808,30.70875535386999
P102,2026-01-12,XGBoost,117.6261978149414,111.68807806592982,123.564317563953
P102,2026-01-13,XGBoost,125.07135772705078,119.13323797803919,131.00947747606236
P102,2026-01-14,XGBoost,124.88739013671875,118.94927038770716,130.82550988573033
P102,2026-01-15,XGBoost,114.27942657470703,108.34130682569544,120.21754632371862
P102,2026-01-16,XGBoost,109.6842041015625,103.74608435255091,115.62232385057409
P102,2026-01-17,XGBoost,62.380226135253906,56.442106386242315,68.3183458842655
P102,2026-01-18,XGBoost,25.80459976196289,19.8664800129513,31.74271951097448
P102,2026-01-19,XGBoost,119.12992858886719,113.1918088398556,125.06804833787878
P102,2026-01-20,XGBoost,129.3948211669922,123.4567014179806,135.33294091600376
P102,2026-01-21,XGBoost,117.02104187011719,111.0829221211056,122.95916161912878
P102,2026-01-22,XGBoost,114.70055389404297,108.76243414503138,120.63867364305456
P102,2026-01-23,XGBoost,103.2172622680664,97.27914251905482,109.155382017078
P102,2026-01-24,XGBoost,61.2389030456543,55.300783296642706,67.17702279466589
P102,2026-01-25,XGBoost,23.954368591308594,18.016248842297003,29.892488340320185
P102,2026-01-26,XGBoost,114.70849609375,108.77037634473841,120.64661584276159
P102,2026-01-27,XGBoost,134.62158203125,128.68346228223842,140.55970178026158
P102,2026-01-28,XGBoost,119.84404754638672,113.90592779737513,125.78216729539831
P102,2026-01-29,XGBoost,111.11209106445312,105.17397131544153,117.05021081346472
P102,2026-01-30,XGBoost,106.88500213623047,100.94688238721888,112.82312188524206
