sku,date,model,prediction,lower_80,upper_80
P108,2026-01-01,XGBoost,19.489774703979492,18.42855356864764,20.550995839311344
P108,2026-01-02,XGBoost,17.82809066772461,16.766869532392757,18.88931180305646
P108,2026-01-03,XGBoost,9.515775680541992,8.454554545210138,10.576996815873846
P108,2026-01-04,XGBoost,4.753909111022949,3.692687975691096,5.815130246354802
P108,2026-01-05,XGBoost,18.84429359436035,17.7830724590285,19.905514729692204
P108,2026-01-06,XGBoost,19.56014060974121,18.49891947440936,20.621361745073063
P108,2026-01-07,XGBoost,18.070695877075195,17.009474741743343,19.131917012407047
P108,2026-01-08,XGBoost,18.739070892333984,17.677849757002132,19.800292027665837
P108,2026-01-09,XGBoost,19.243087768554688,18.181866633222835,20.30430890388654
P108,2026-01-10,XGBoost,9.572193145751953,8.5109720104201,10.633414281083807
P108,2026-01-11,XGBoost,4.341487884521484,3.2802667491896313,5.402709019853337
P108,2026-01-12,XGBoost,16.61302375793457,15.551802622602716,17.674244893266422
P108,2026-01-13,XGBoost,18.64455223083496,17.58333109550311,19.705773366166813
P108,2026-01-14,XGBoost,20.13534164428711,19.074120508955257,21.19656277961896
P108,2026-01-15,XGBoost,18.127595901489258,17.066374766157406,19.18881703682111
P108,2026-01-16,XGBoost,17.592378616333008,16.531157481001156,18.65359975166486
P108,2026-01-17,XGBoost,9.91270923614502,8.851488100813166,10.973930371476873
P108,2026-01-18,XGBoost,4.287041664123535,3.225820528791682,5.348262799455388
P108,2026-01-19,XGBoost,17.42072105407715,16.359499918745296,18.481942189409
P108,2026-01-20,XGBoost,18.24420166015625,17.182980524824398,19.305422795488102
P108,2026-01-21,XGBoost,18.679513931274414,17.618292795942562,19.740735066606266
P108,2026-01-22,XGBoost,18.926626205444336,17.865405070112484,19.987847340776188
P108,2026-01-23,XGBoost,19.284452438354492,18.22323130302264,20.345673573686344
P108,2026-01-24,XGBoost,10.217620849609375,9.156399714277521,11.278841984941229
P108,2026-01-25,XGBoost,4.646218776702881,3.584997641371028,5.707439912034734
P108,2026-01-26,XGBoost,18.23484230041504,17.173621165083187,19.29606343574689
P108,2026-01-27,XGBoost,19.123443603515625,18.062222468183773,20.184664738847477
P108,2026-01-28,XGBoost,19.504459381103516,18.443238245771663,20.565680516435368
P108,2026-01-29,XGBoost,19.721982955932617,18.660761820600765,20.78320409126447
P108,2026-01-30,XGBoost,18.673410415649414,17.612189280317562,19.734631550981266
