sku,date,model,prediction,lower_80,upper_80
P107,2026-01-01,Gradient Boosting,33.99362400582289,31.325797177839082,36.66145083380669
P107,2026-01-02,Gradient Boosting,34.98703205232917,32.31920522434537,37.65485888031297
P107,2026-01-03,Gradient Boosting,18.784704351630328,16.116877523646522,21.452531179614134
P107,2026-01-04,Gradient Boosting,9.518583533153851,6.850756705170046,12.186410361137657
P107,2026-01-05,Gradient Boosting,33.000758149224296,30.33293132124049,35.6685849772081
P107,2026-01-06,Gradient Boosting,36.62281088735705,33.954984059373245,39.29063771534085
P107,2026-01-07,Gradient Boosting,37.58479109050149,34.91696426251769,40.25261791848529
P107,2026-01-08,Gradient Boosting,35.884722604698574,33.21689577671477,38.552549432682376
P107,2026-01-09,Gradient Boosting,36.14723587948627,33.479409051502465,38.81506270747007
P107,2026-01-10,Gradient Boosting,19.063377429019866,16.39555060103606,21.73120425700367
P107,2026-01-11,Gradient Boosting,9.481541533797053,6.813714705813248,12.149368361780859
P107,2026-01-12,Gradient Boosting,31.995728357655757,29.32790152967195,34.66355518563956
P107,2026-01-13,Gradient Boosting,37.119409040382045,34.45158221239824,39.78723586836585
P107,2026-01-14,Gradient Boosting,37.288310898952986,34.620484070969184,39.95613772693679
P107,2026-01-15,Gradient Boosting,36.85695140779999,34.18912457981619,39.52477823578379
P107,2026-01-16,Gradient Boosting,35.87915464921441,33.211327821230604,38.54698147719821
P107,2026-01-17,Gradient Boosting,18.792664943952683,16.124838115968878,21.46049177193649
P107,2026-01-18,Gradient Boosting,9.72806170058599,7.060234872602185,12.395888528569795
P107,2026-01-19,Gradient Boosting,33.38380222189109,30.715975393907282,36.05162904987489
P107,2026-01-20,Gradient Boosting,36.817599691527406,34.1497728635436,39.48542651951121
P107,2026-01-21,Gradient Boosting,36.79003348222044,34.122206654236635,39.45786031020424
P107,2026-01-22,Gradient Boosting,35.78927331997146,33.121446491987655,38.45710014795526
P107,2026-01-23,Gradient Boosting,34.816126246446565,32.14829941846276,37.48395307443037
P107,2026-01-24,Gradient Boosting,18.457312452937245,15.78948562495344,21.12513928092105
P107,2026-01-25,Gradient Boosting,9.172493536288997,6.504666708305192,11.840320364272802
P107,2026-01-26,Gradient Boosting,33.28712668703112,30.619299859047313,35.95495351501492
P107,2026-01-27,Gradient Boosting,37.12108550566047,34.453258677676665,39.78891233364427
P107,2026-01-28,Gradient Boosting,36.2538611267927,33.5860342988089,38.9216879547765
P107,2026-01-29,Gradient Boosting,35.299838466079485,32.63201163809568,37.96766529406329
P107,2026-01-30,Gradient Boosting,34.152245472516135,31.48441864453233,36.82007230049994
