sku,date,model,prediction,lower_80,upper_80
P101,2026-01-01,Random Forest,170.8702314433793,157.2831014636518,184.45736142310682
P101,2026-01-02,Random Forest,155.74363961472886,142.15650963500136,169.33076959445637
P101,2026-01-03,Random Forest,92.33043383608347,78.74330385635596,105.91756381581098
P101,2026-01-04,Random Forest,35.16219529203477,21.57506531230726,48.749325271762274
P101,2026-01-05,Random Forest,174.52690719726877,160.93977721754126,188.11403717699628
P101,2026-01-06,Random Forest,175.92887452861584,162.34174454888833,189.51600450834334
P101,2026-01-07,Random Forest,177.3434811912408,163.7563512115133,190.93061117096832
P101,2026-01-08,Random Forest,178.89349212157825,165.30636214185074,192.48062210130576
P101,2026-01-09,Random Forest,153.87250759222135,140.28537761249385,167.45963757194886
P101,2026-01-10,Random Forest,90.86885047530517,77.28172049557766,104.45598045503267
P101,2026-01-11,Random Forest,35.0148335583488,21.42770357862129,48.601963538076305
P101,2026-01-12,Random Forest,176.94083884676994,163.35370886704243,190.52796882649744
P101,2026-01-13,Random Forest,176.4243585770717,162.8372285973442,190.0114885567992
P101,2026-01-14,Random Forest,177.43754716833294,163.85041718860543,191.02467714806045
P101,2026-01-15,Random Forest,176.1437192392143,162.5565892594868,189.7308492189418
P101,2026-01-16,Random Forest,157.80474217866654,144.21761219893904,171.39187215839405
P101,2026-01-17,Random Forest,91.76486377373463,78.17773379400712,105.35199375346214
P101,2026-01-18,Random Forest,35.484380072091284,21.897250092363777,49.07151005181879
P101,2026-01-19,Random Forest,179.88987432569004,166.30274434596254,193.47700430541755
P101,2026-01-20,Random Forest,177.24154822362775,163.65441824390024,190.82867820335525
P101,2026-01-21,Random Forest,177.17782812410726,163.59069814437976,190.76495810383477
P101,2026-01-22,Random Forest,177.31923714690507,163.73210716717756,190.90636712663257
P101,2026-01-23,Random Forest,155.75932874931695,142.17219876958944,169.34645872904446
P101,2026-01-24,Random Forest,89.54652123715067,75.95939125742316,103.13365121687818
P101,2026-01-25,Random Forest,35.54003559161717,21.952905611889662,49.127165571344676
P101,2026-01-26,Random Forest,178.97792003674883,165.39079005702132,192.56505001647633
P101,2026-01-27,Random Forest,178.003013541032,164.4158835613045,191.5901435207595
P101,2026-01-28,Random Forest,178.11475784252448,164.52762786279698,191.701887822252
P101,2026-01-29,Random Forest,177.28192420362856,163.69479422390106,190.86905418335607
P101,2026-01-30,Random Forest,166.69244850306995,153.10531852334245,180.27957848279746
