sku,date,model,prediction,lower_80,upper_80
P104,2026-01-01,XGBoost,197.1836700439453,190.72630459311057,203.64103549478006
P104,2026-01-02,XGBoost,170.82017517089844,164.3628097200637,177.27754062173318
P104,2026-01-03,XGBoost,84.8074951171875,78.35012966635274,91.26486056802226
P104,2026-01-04,XGBoost,45.79984664916992,39.34248119833517,52.25721210000467
P104,2026-01-05,XGBoost,177.74485778808594,171.2874923372512,184.20222323892068
P104,2026-01-06,XGBoost,190.63209533691406,184.17472988607932,197.0894607877488
P104,2026-01-07,XGBoost,201.83436584472656,195.37700039389182,208.2917312955613
P104,2026-01-08,XGBoost,198.50807189941406,192.05070644857932,204.9654373502488
P104,2026-01-09,XGBoost,180.69029235839844,174.2329269075637,187.14765780923318
P104,2026-01-10,XGBoost,83.83924102783203,77.38187557699727,90.29660647866679
P104,2026-01-11,XGBoost,44.08479690551758,37.62743145468283,50.54216235635233
P104,2026-01-12,XGBoost,176.09397888183594,169.6366134310012,182.55134433267068
P104,2026-01-13,XGBoost,183.16233825683594,176.7049728060012,189.61970370767068
P104,2026-01-14,XGBoost,201.79066467285156,195.33329922201682,208.2480301236863
P104,2026-01-15,XGBoost,200.78074645996094,194.3233810091262,207.23811191079568
P104,2026-01-16,XGBoost,181.5770721435547,175.11970669271994,188.03443759438943
P104,2026-01-17,XGBoost,83.05927276611328,76.60190731527852,89.51663821694804
P104,2026-01-18,XGBoost,44.72517776489258,38.26781231405783,51.18254321572733
P104,2026-01-19,XGBoost,175.9046173095703,169.44725185873557,182.36198276040506
P104,2026-01-20,XGBoost,189.4578094482422,183.00044399740744,195.91517489907693
P104,2026-01-21,XGBoost,193.55703735351562,187.09967190268088,200.01440280435037
P104,2026-01-22,XGBoost,202.1134796142578,195.65611416342307,208.57084506509256
P104,2026-01-23,XGBoost,177.67381286621094,171.2164474153762,184.13117831704568
P104,2026-01-24,XGBoost,81.36115264892578,74.90378719809102,87.81851809976054
P104,2026-01-25,XGBoost,48.6146125793457,42.15724712851095,55.07197803018045
P104,2026-01-26,XGBoost,175.9486846923828,169.49131924154807,182.40605014321756
P104,2026-01-27,XGBoost,182.86912536621094,176.4117599153762,189.32649081704568
P104,2026-01-28,XGBoost,197.29904174804688,190.84167629721213,203.75640719888162
P104,2026-01-29,XGBoost,200.91659545898438,194.45923000814963,207.37396090981912
P104,2026-01-30,XGBoost,179.98391723632812,173.52655178549338,186.44128268716287
