sku,date,model,prediction,lower_80,upper_80
P103,2026-01-01,Random Forest,57.8976103849257,53.482114602860804,62.31310616699059
P103,2026-01-02,Random Forest,57.72501539442984,53.309519612364944,62.14051117649473
P103,2026-01-03,Random Forest,30.98526534794181,26.569769565876918,35.4007611300067
P103,2026-01-04,Random Forest,12.128632097285804,7.713136315220911,16.544127879350697
P103,2026-01-05,Random Forest,58.62750441554005,54.21200863347516,63.04300019760495
P103,2026-01-06,Random Forest,59.85996677055636,55.44447098849147,64.27546255262125
P103,2026-01-07,Random Forest,59.07518274126016,54.65968695919526,63.49067852332505
P103,2026-01-08,Random Forest,57.40597028228895,52.99047450022405,61.82146606435384
P103,2026-01-09,Random Forest,57.22644114114769,52.810945359082794,61.64193692321258
P103,2026-01-10,Random Forest,30.64839697502931,26.23290119296442,35.0638927570942
P103,2026-01-11,Random Forest,12.064798042451747,7.649302260386854,16.48029382451664
P103,2026-01-12,Random Forest,55.90586315655744,51.49036737449254,60.32135893862233
P103,2026-01-13,Random Forest,59.22700086236216,54.811505080297266,63.642496644427055
P103,2026-01-14,Random Forest,56.729029646869385,52.31353386480449,61.14452542893428
P103,2026-01-15,Random Forest,57.95038785232462,53.53489207025972,62.36588363438951
P103,2026-01-16,Random Forest,57.34118974650513,52.925693964440235,61.756685528570024
P103,2026-01-17,Random Forest,29.97383216021451,25.55833637814962,34.3893279422794
P103,2026-01-18,Random Forest,11.998143692574573,7.58264791050968,16.413639474639467
P103,2026-01-19,Random Forest,58.92440393854825,54.50890815648336,63.33989972061315
P103,2026-01-20,Random Forest,58.48395551622532,54.06845973416043,62.89945129829022
P103,2026-01-21,Random Forest,59.1639376505936,54.74844186852871,63.5794334326585
P103,2026-01-22,Random Forest,58.89348296061164,54.47798717854675,63.30897874267654
P103,2026-01-23,Random Forest,58.109205456850724,53.69370967478583,62.52470123891562
P103,2026-01-24,Random Forest,32.01135043984147,27.595854657776577,36.42684622190637
P103,2026-01-25,Random Forest,12.36366265660951,7.948166874544617,16.7791584386744
P103,2026-01-26,Random Forest,59.862599764985255,55.44710398292036,64.27809554705014
P103,2026-01-27,Random Forest,60.71977050597315,56.30427472390826,65.13526628803804
P103,2026-01-28,Random Forest,61.154916424726885,56.73942064266199,65.57041220679177
P103,2026-01-29,Random Forest,58.642374391245504,54.22687860918061,63.0578701733104
P103,2026-01-30,Random Forest,58.229383894932894,53.813888112868,62.64487967699779
