sku,date,model,prediction,lower_80,upper_80
P106,2026-01-01,XGBoost,79.7966079711914,75.4551679274737,84.13804801490912
P106,2026-01-02,XGBoost,79.04508209228516,74.70364204856745,83.38652213600287
P106,2026-01-03,XGBoost,41.866539001464844,37.52509895774713,46.207979045182555
P106,2026-01-04,XGBoost,20.37101173400879,16.02957169029108,24.7124517777265
P106,2026-01-05,XGBoost,82.12638854980469,77.78494850608698,86.4678285935224
P106,2026-01-06,XGBoost,79.19425964355469,74.85281959983698,83.5356996872724
P106,2026-01-07,XGBoost,80.70423126220703,76.36279121848932,85.04567130592474
P106,2026-01-08,XGBoost,81.46051025390625,77.11907021018854,85.80195029762396
P106,2026-01-09,XGBoost,79.68104553222656,75.33960548850885,84.02248557594427
P106,2026-01-10,XGBoost,42.239009857177734,37.897569813460024,46.580449900895445
P106,2026-01-11,XGBoost,18.957914352416992,14.616474308699281,23.299354396134703
P106,2026-01-12,XGBoost,81.63548278808594,77.29404274436823,85.97692283180365
P106,2026-01-13,XGBoost,83.9916763305664,79.6502362868487,88.33311637428412
P106,2026-01-14,XGBoost,89.52972412109375,85.18828407737604,93.87116416481146
P106,2026-01-15,XGBoost,79.81523895263672,75.47379890891901,84.15667899635443
P106,2026-01-16,XGBoost,76.83222961425781,72.4907895705401,81.17366965797552
P106,2026-01-17,XGBoost,40.532859802246094,36.19141975852838,44.874299845963805
P106,2026-01-18,XGBoost,19.150741577148438,14.809301533430727,23.49218162086615
P106,2026-01-19,XGBoost,83.42507934570312,79.08363930198541,87.76651938942084
P106,2026-01-20,XGBoost,84.11205291748047,79.77061287376276,88.45349296119818
P106,2026-01-21,XGBoost,81.99250030517578,77.65106026145807,86.33394034889349
P106,2026-01-22,XGBoost,79.6975326538086,75.35609261009088,84.0389726975263
P106,2026-01-23,XGBoost,76.0897445678711,71.74830452415338,80.4311846115888
P106,2026-01-24,XGBoost,42.589725494384766,38.248285450667055,46.931165538102476
P106,2026-01-25,XGBoost,19.057992935180664,14.716552891462953,23.399432978898375
P106,2026-01-26,XGBoost,82.64021301269531,78.2987729689776,86.98165305641302
P106,2026-01-27,XGBoost,86.45648956298828,82.11504951927057,90.79792960670599
P106,2026-01-28,XGBoost,87.33549499511719,82.99405495139948,91.6769350388349
P106,2026-01-29,XGBoost,81.6672134399414,77.3257733962237,86.00865348365912
P106,2026-01-30,XGBoost,76.72003173828125,72.37859169456354,81.06147178199896
